"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-73.882629 40.871993)","2","Bronx","207","11","78","33","13","BX03078","SE","BAINBRIDGE AV","Mosholu Pkwy South","-73.882629","40.871993","Bedford Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.893741 40.81856)","2","Bronx","202","17","85","32","14","BX03079","SW","SOUTHERN BLVD","TIFFANY ST","-73.893741","40.81856","Hunts Point","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.923102 40.826363)","2","Bronx","204","16","84","29","15","BX03082","SW","Grand Concourse","E 161 ST","-73.923102","40.826363","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.889854 40.860749)","2","Bronx","206","15","78","33","15","BX03083","SE","E FORDHAM RD","3 AV","-73.889854","40.860749","Belmont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.890617 40.86052)","2","Bronx","206","15","78","33","15","BX03084","SE","3 AV","E FORDHAM RD","-73.890617","40.86052","Belmont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.819542 40.889883)","2","Bronx","212","13","82","34","14","BX03086","NE","ROPES AV","BOSTON RD","-73.819542","40.889883","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.914278 40.805358)","2","Bronx","201","8","84","29","14","BX03087","SE","E 138 ST","CYPRESS AV","-73.914278","40.805358","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.904233 40.812553)","2","Bronx","202","17","84","29","14","BX03089","NE","PROSPECT AV","E 149 ST","-73.904233","40.812553","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.903581 40.852055)","2","Bronx","205","15","86","32","15","BX0309","SE","Grand Concourse","E BURNSIDE AV","-73.903581","40.852055","Mount Hope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.914202 40.818642)","2","Bronx","201","17","79","32","15","BX03090","NE","3 AV","E 153 ST","-73.914202","40.818642","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.870656 40.896527)","2","Bronx","212","11","81","33","15","BX03091","SW","E 233 ST","KEPLER AV","-73.870656","40.896527","Woodlawn Cemetery","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.874932 40.895621)","2","Bronx","212","11","81","33","15","BX03093","SW","E 233 ST","NAPIER AV","-73.874932","40.895621","Woodlawn Cemetery","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.918719 40.825306)","2","Bronx","204","16","79","32","15","BX03098","SW","Concourse Village East","E 161 ST","-73.918719","40.825306","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.830545 40.849369)","2","Bronx","210","13","82","34","14","BX03099","NW","WESTCHESTER AV","ST THERESA AV","-73.830545","40.849369","Pelham Bay-Country Club-City Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.842471 40.868899)","2","Bronx","212","12","83","36","15","BX03100","NW","EASTCHESTER RD","E GUN HILL RD","-73.842471","40.868899","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.851548 40.858033)","2","Bronx","211","13","80","34","15","BX03101","NW","PELHAM PKWY","THROOP AV","-73.851548","40.858033","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.844001 40.856869)","2","Bronx","211","13","80","34","14","BX03102","SW","EASTCHESTER RD","Pelham Pkwy South","-73.844001","40.856869","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.923201 40.809357)","2","Bronx","201","8","84","29","15","BX03103","NW","E 138 ST","WILLIS AV","-73.923201","40.809357","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.922595 40.808883)","2","Bronx","201","8","84","29","14","BX03104","SE","E 138 ST","WILLIS AV","-73.922595","40.808883","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.916302 40.81681)","2","Bronx","201","17","84","29","15","BX03105","NE","3 AV","WESTCHESTER AV","-73.916302","40.81681","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.881591 40.853189)","2","Bronx","206","15","78","33","15","BX03108","SE","SOUTHERN BLVD","E 187 ST","-73.881591","40.853189","Bronx Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.850974 40.832214)","2","Bronx","209","18","87","34","14","BX03111","NE","Castle Hill Av","GLEASON AV","-73.850974","40.832214","Castle Hill-Unionport","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.857792 40.813578)","2","Bronx","209","18","85","34","14","BX03113","NE","SOUNDVIEW AV","PATTERSON AV","-73.857792","40.813578","Soundview-Clason Point","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.783412 40.839283)","2","Bronx","210","13","82","34","14","BX03114","NE","CITY ISLAND AV","ROCHELLE ST","-73.783412","40.839283","Pelham Bay-Country Club-City Island","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.786455 40.847452)","2","Bronx","210","13","82","34","14","BX03115","NE","CITY ISLAND AV","FORDHAM ST","-73.786455","40.847452","Pelham Bay-Country Club-City Island","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.832418 40.870294)","2","Bronx","210","12","82","36","16","BX03116","NE","BAYCHESTER AV","ALDRICH ST","-73.832418","40.870294","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.829676 40.877874)","2","Bronx","210","12","82","36","16","BX03117","SW","Dreiser Loop West","COOP CITY BLVD","-73.829676","40.877874","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.867044 40.865343)","2","Bronx","211","13","80","36","15","BX03118","SE","ALLERTON AV","WHITE PLAINS RD","-73.867044","40.865343","Allerton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.85153 40.850111)","2","Bronx","211","13","82","34","14","BX03119","SW","MORRIS PARK AV","WILLIAMSBRIDGE RD","-73.85153","40.850111","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.861248 40.871579)","2","Bronx","212","12","83","36","15","BX03120","NE","Bronxwood Av","BURKE AV","-73.861248","40.871579","Williamsbridge-Olinville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.861019 40.894434)","2","Bronx","212","11","81","36","15","BX03121","SE","E 233 ST","BRONX BLVD","-73.861019","40.894434","Wakefield-Woodlawn","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.908602 40.881048)","2","Bronx","208","11","81","31","13","BX03122","NW","W 231 ST","TIBBETT AV","-73.908602","40.881048","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.907897 40.893903)","2","Bronx","208","11","81","33","15","BX03123","NE","Henry Hudson Pkwy East","W 246 ST","-73.907897","40.893903","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.822652 40.861336)","2","Bronx","210","12","82","36","16","BX03124","NE","EARHART LANE","ERSKINE PL","-73.822652","40.861336","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.907038 40.853609)","2","Bronx","205","14","77","33","15","BX03125","SE","E BURNSIDE AV","JEROME AV","-73.907038","40.853609","Mount Hope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.879171 40.879379)","2","Bronx","207","11","81","33","15","BX03130","SW","BAINBRIDGE AV","E 210 ST","-73.879171","40.879379","Norwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.877039 40.83374)","2","Bronx","209","17","85","34","14","BX03132","SE","E 174 ST","MANOR AV","-73.877039","40.83374","Soundview-Bruckner-Bronx River","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.865314 40.816615)","2","Bronx","209","18","85","34","14","BX03133","SE","RANDALL AV","ROSEDALE AV","-73.865314","40.816615","Soundview-Clason Point","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.862398 40.817163)","2","Bronx","209","18","85","34","14","BX03134","NW","RANDALL AV","TAYLOR AV","-73.862398","40.817163","Soundview-Clason Point","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.892457 40.845973)","2","Bronx","206","15","79","32","15","BX03135","SE","E TREMONT AV","ARTHUR AV","-73.892457","40.845973","Tremont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.858062 40.862782)","2","Bronx","211","13","80","33","15","BX03136","SW","Williamsbridge Rd","MACE AV","-73.858062","40.862782","Allerton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.854704 40.898502)","2","Bronx","212","11","81","36","15","BX03137","SW","NEREID AV","WHITE PLAINS RD","-73.854704","40.898502","Wakefield-Woodlawn","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.913439 40.814536)","2","Bronx","201","17","84","29","15","BX03139","NW","E 149 ST","ST ANN'S AV","-73.913439","40.814536","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.918236 40.825388)","2","Bronx","204","16","79","29","15","BX03142","SE","E 161 ST","Concourse Village East","-73.918236","40.825388","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.910293 40.813379)","2","Bronx","201","8","84","29","14","BX03143","SW","E 149 ST","TRINITY AV","-73.910293","40.813379","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.906951 40.812692)","2","Bronx","201","8","84","29","14","BX03144","SE","E 149 ST","WALES AV","-73.906951","40.812692","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.927591 40.811462)","2","Bronx","201","8","84","29","15","BX03145","NW","E 138 ST","3 AV","-73.927591","40.811462","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.856329 40.836043)","2","Bronx","209","18","87","34","14","BX03146","NW","UNION PORT RD","STARLING AV","-73.856329","40.836043","Parkchester","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.86317 40.841131)","2","Bronx","209","18","87","34","14","BX03147","SE","UNION PORT RD","E TREMONT AV","-73.86317","40.841131","Parkchester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.861875 40.839433)","2","Bronx","209","18","87","34","14","BX03148","NW","UNION PORT RD","Metropolitan Oval","-73.861875","40.839433","Parkchester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.908585 40.862897)","2","Bronx","207","14","78","31","13","BX03149","NE","W FORDHAM RD","SEDGWICK AV","-73.908585","40.862897","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.907093 40.836494)","2","Bronx","203","16","79","32","15","BX03150","NE","WEBSTER AV","E 170 ST","-73.907093","40.836494","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.908391 40.834202)","2","Bronx","203","16","79","32","15","BX03151","NE","WEBSTER AV","E 169 ST","-73.908391","40.834202","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.924033 40.815219)","2","Bronx","201","8","84","29","15","BX03153","NE","MORRIS AV","E 143 ST","-73.924033","40.815219","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.923121 40.817602)","2","Bronx","201","17","84","29","15","BX03155","NW","E 149 ST","MORRIS AV","-73.923121","40.817602","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.849473 40.876151)","2","Bronx","212","12","83","36","15","BX03157","NW","BOSTON RD","SEYMOUR AV","-73.849473","40.876151","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.893158 40.82107)","2","Bronx","202","17","85","32","14","BX03158","NW","E 163 ST","SIMPSON ST","-73.893158","40.82107","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.893598 40.820875)","2","Bronx","202","17","85","32","14","BX03159","SE","E 163 ST","FOX ST","-73.893598","40.820875","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.887088 40.815905)","2","Bronx","202","17","84","29","14","BX03160","NE","HUNTS POINT AV","FAILE ST","-73.887088","40.815905","Hunts Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.921232 40.820479)","2","Bronx","201","17","79","29","15","BX03162","NE","MORRIS AV","E 153 ST & E 154 ST","-73.921232","40.820479","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.922861 40.808896)","2","Bronx","201","8","84","29","14","BX03163","SE","WILLIS AV","E 138 ST","-73.922861","40.808896","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.919862 40.813052)","2","Bronx","201","8","84","29","15","BX03164","NE","WILLIS AV","E 144 ST","-73.919862","40.813052","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.920392 40.81275)","2","Bronx","201","8","84","29","15","BX03165","SW","WILLIS AV","E 144 ST","-73.920392","40.81275","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.909008 40.82406)","2","Bronx","203","17","79","32","15","BX03169","SW","E 163 ST","3 AV","-73.909008","40.82406","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.897518 40.836625)","2","Bronx","203","15","79","32","15","BX03171","NE","Claremont Pkwy","CROTONA AV","-73.897518","40.836625","Crotona Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.902935 40.839078)","2","Bronx","203","15","79","32","15","BX03172","NW","Claremont Pkwy","WASHINGTON AV","-73.902935","40.839078","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.902357 40.838623)","2","Bronx","203","16","79","32","15","BX03173","SE","Claremont Pkwy","WASHINGTON AV","-73.902357","40.838623","Claremont Village-Claremont (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.883724 40.83609)","2","Bronx","203","17","85","32","14","BX03174","NW","E 174 ST","BOONE AV","-73.883724","40.83609","Crotona Park East","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.828249 40.878003)","2","Bronx","210","12","82","36","16","BX03175","SW","Dreiser Loop East","COOP CITY BLVD","-73.828249","40.878003","Co-op City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.907633 40.887989)","2","Bronx","208","11","81","33","15","BX03177","SW","RIVERDALE AV","W 238 ST","-73.907633","40.887989","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.906948 40.886861)","2","Bronx","208","11","81","33","15","BX03178","NE","RIVERDALE AV","W 236 ST","-73.906948","40.886861","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.904864 40.851268)","2","Bronx","205","14","86","33","15","BX0318","NW","Grand Concourse","E 179 ST","-73.904864","40.851268","Mount Hope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.843592 40.854883)","2","Bronx","211","13","80","34","14","BX03181","NE","EASTCHESTER RD","SEMINOLE ST","-73.843592","40.854883","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.842918 40.859814)","2","Bronx","211","13","80","36","14","BX03182","NE","EASTCHESTER RD","ASTOR AV","-73.842918","40.859814","Pelham Gardens","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.851768 40.850242)","2","Bronx","211","13","80","34","15","BX03183","NW","MORRIS PARK AV","WILLIAMSBRIDGE RD","-73.851768","40.850242","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.897642 40.836287)","2","Bronx","203","15","79","32","15","BX03184","SE","CROTONA AV","CLAREMONT PKWY","-73.897642","40.836287","Crotona Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.877708 40.886755)","2","Bronx","212","11","81","33","15","BX03187","SE","BAINBRIDGE AV","JEROME AV","-73.877708","40.886755","Woodlawn Cemetery","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.862942 40.845989)","2","Bronx","211","13","80","33","15","BX03189","NW","MORRIS PARK AV","BARNES AV","-73.862942","40.845989","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.857428 40.847692)","2","Bronx","211","13","80","33","15","BX03190","NW","MORRIS PARK AV","RADCLIFF AV","-73.857428","40.847692","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.867257 40.857362)","2","Bronx","211","13","80","33","15","BX03192","NE","Pelham Pkwy North","WHITE PLAINS RD","-73.867257","40.857362","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.843699 40.854207)","2","Bronx","211","13","80","34","14","BX03193","SW","EASTCHESTER RD","SEMINOLE ST","-73.843699","40.854207","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.860153 40.865624)","2","Bronx","211","13","80","36","15","BX03195","NW","ALLERTON AV","WILLIAMSBRIDGE RD","-73.860153","40.865624","Allerton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.916287 40.848516)","2","Bronx","205","14","77","31","15","BX03234","NW","MACOMBS Rd","W 175 ST","-73.916287","40.848516","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90163 40.868536)","2","Bronx","208","14","78","31","13","BX03236","NW","W KINGSBRIDGE RD","UNIVERSITY AV","-73.90163","40.868536","Kingsbridge Heights-Van Cortlandt Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.901474 40.868276)","2","Bronx","207","14","78","31","13","BX03237","SW","W KINGSBRIDGE RD","UNIVERSITY AV","-73.901474","40.868276","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90306 40.865486)","2","Bronx","207","14","78","31","13","BX03238","NE","UNIVERSITY AV","W 190 ST","-73.90306","40.865486","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.921551 40.849777)","2","Bronx","205","14","77","31","15","BX03241","SW","UNDERCLIFF AV","W 176 ST","-73.921551","40.849777","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89828 40.884094)","2","Bronx","208","11","81","31","13","BX03244","SW","W 238 ST","BAILEY AV","-73.89828","40.884094","Kingsbridge Heights-Van Cortlandt Village","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.903321 40.910344)","2","Bronx","208","11","81","33","15","BX03246","NW","RIVERDALE AV","W 261 ST","-73.903321","40.910344","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.907123 40.886299)","2","Bronx","208","11","81","33","15","BX03247","SW","RIVERDALE AV","W 236 ST & W 235 ST","-73.907123","40.886299","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.859677 40.846456)","2","Bronx","211","13","80","33","15","BX03249","SW","MORRIS PARK AV","BRONXDALE AV","-73.859677","40.846456","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.917252 40.84898)","2","Bronx","205","14","86","31","15","BX0325","SE","UNIVERSITY AV","W 176 ST","-73.917252","40.84898","University Heights (South)-Morris Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.833141 40.884237)","2","Bronx","212","12","83","36","16","BX03251","NW","BOSTON RD","BIVONA ST","-73.833141","40.884237","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.823678 40.86558)","2","Bronx","210","12","82","36","16","BX03252","SW","Hutchinson River Pkwy","Einstein Loop North","-73.823678","40.86558","Co-op City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","4"
"POINT (-73.810954 40.822596)","2","Bronx","210","13","82","34","14","BX03254","NE","EDGEWATER PARK","Edgewater Park Oval","-73.810954","40.822596","Throgs Neck-Schuylerville","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.825867 40.879407)","2","Bronx","210","12","82","36","16","BX03255","NW","COOP CITY BLVD","CARVER LOOP","-73.825867","40.879407","Co-op City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.829147 40.875784)","2","Bronx","210","12","82","36","16","BX03256","SW","DREISER LOOP","DEKRUIF PL","-73.829147","40.875784","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.829266 40.875818)","2","Bronx","210","12","82","36","16","BX03258","SW","Dreiser Loop South","DEFOE PL","-73.829266","40.875818","Co-op City","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.918014 40.877473)","2","Bronx","208","11","81","33","15","BX03259","SW","KAPPOCK ST","JOHNSON AV","-73.918014","40.877473","Riverdale-Spuyten Duyvil","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.890867 40.870506)","2","Bronx","207","14","78","33","13","BX03260","SW","Grand Concourse","MINERVA PL","-73.890867","40.870506","Bedford Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.831159 40.888133)","2","Bronx","212","12","83","36","16","BX03261","NE","DYRE AV","LIGHT ST","-73.831159","40.888133","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
